Source,Target,Type,Id,Label,Weight
10135,23355,Undirected,147,,2
10135,23542,Undirected,148,,4
10135,72741,Undirected,149,,4
10135,84077,Undirected,150,,4
10135,84836,Undirected,151,,2
10135,85049E,Undirected,152,,4
11001,20971,Undirected,153,,4
11001,21123,Undirected,154,,4
11001,21371,Undirected,155,,4
11001,21591,Undirected,156,,4
11001,22113,Undirected,157,,2
11001,22383,Undirected,158,,4
11001,22439,Undirected,159,,4
11001,22633,Undirected,160,,4
11001,22720,Undirected,161,,3
11001,22743,Undirected,162,,4
11001,22960,Undirected,163,,2
11001,22961,Undirected,164,,2
11001,23100,Undirected,165,,4
11001,23103,Undirected,166,,6
11001,23198,Undirected,167,,4
11001,23215,Undirected,168,,4
11001,23321,Undirected,169,,2
11001,23339,Undirected,170,,4
11001,23344,Undirected,171,,4
11001,72741,Undirected,172,,4
11001,84879,Undirected,173,,2
15030,21064,Undirected,174,,4
15030,22555,Undirected,175,,4
15030,82552,Undirected,176,,4
15034,15039,Undirected,177,,4
15034,17003,Undirected,178,,6
15034,20752,Undirected,179,,4
15034,20975,Undirected,180,,4
15034,20982,Undirected,181,,4
15034,21642,Undirected,182,,4
15034,21791,Undirected,183,,6
15034,21888,Undirected,184,,6
15034,21914,Undirected,185,,6
15034,21947,Undirected,186,,4
15034,22423,Undirected,187,,2
15034,22493,Undirected,188,,4
15034,22535,Undirected,189,,4
15034,22908,Undirected,190,,4
15034,23076,Undirected,191,,4
15034,23321,Undirected,192,,2
15034,35648,Undirected,193,,4
15034,37413,Undirected,194,,6
15034,62018,Undirected,195,,4
15034,72819,Undirected,196,,4
15034,84991,Undirected,197,,4
15034,85034C,Undirected,198,,4
15034,85099C,Undirected,199,,4
15036,15039,Undirected,200,,8
15036,16237,Undirected,201,,4
15036,17003,Undirected,202,,4
15036,20723,Undirected,203,,4
15036,20724,Undirected,204,,4
15036,20725,Undirected,205,,4
15036,20727,Undirected,206,,4
15036,20728,Undirected,207,,6
15036,20777,Undirected,208,,4
15036,20963,Undirected,209,,4
15036,21034,Undirected,210,,4
15036,21122,Undirected,211,,4
15036,21124,Undirected,212,,4
15036,21169,Undirected,213,,4
15036,21175,Undirected,214,,6
15036,21181,Undirected,215,,6
15036,21328,Undirected,216,,4
15036,21485,Undirected,217,,4
15036,21621,Undirected,218,,6
15036,21733,Undirected,219,,2
15036,21790,Undirected,220,,6
15036,21791,Undirected,221,,4
15036,21891,Undirected,222,,4
15036,21892,Undirected,223,,4
15036,21907,Undirected,224,,4
15036,21914,Undirected,225,,4
15036,21931,Undirected,226,,4
15036,21937,Undirected,227,,4
15036,21990,Undirected,228,,4
15036,22025,Undirected,229,,4
15036,22086,Undirected,230,,2
15036,22111,Undirected,231,,2
15036,22112,Undirected,232,,3
15036,22113,Undirected,233,,3
15036,22114,Undirected,234,,4
15036,22138,Undirected,235,,3
15036,22139,Undirected,236,,6
15036,22215,Undirected,237,,4
15036,22382,Undirected,238,,6
15036,22383,Undirected,239,,4
15036,22384,Undirected,240,,6
15036,22399,Undirected,241,,4
15036,22412,Undirected,242,,4
15036,22423,Undirected,243,,5
15036,22456,Undirected,244,,4
15036,22467,Undirected,245,,6
15036,22469,Undirected,246,,5
15036,22470,Undirected,247,,4
15036,22502,Undirected,248,,4
15036,22550,Undirected,249,,4
15036,22562,Undirected,250,,4
15036,22563,Undirected,251,,6
15036,22621,Undirected,252,,4
15036,22637,Undirected,253,,4
15036,22646,Undirected,254,,4
15036,22659,Undirected,255,,4
15036,22693,Undirected,256,,4
15036,22714,Undirected,257,,4
15036,22720,Undirected,258,,3
15036,22726,Undirected,259,,4
15036,22766,Undirected,260,,4
15036,22768,Undirected,261,,4
15036,22776,Undirected,262,,4
15036,22804,Undirected,263,,4
15036,22835,Undirected,264,,4
15036,22900,Undirected,265,,4
15036,22909,Undirected,266,,2
15036,22940,Undirected,267,,4
15036,22969,Undirected,268,,2
15036,22970,Undirected,269,,4
15036,23076,Undirected,270,,8
15036,23080,Undirected,271,,6
15036,23083,Undirected,272,,4
15036,23084,Undirected,273,,4
15036,23155,Undirected,274,,4
15036,23199,Undirected,275,,6
15036,23202,Undirected,276,,4
15036,23206,Undirected,277,,4
15036,23209,Undirected,278,,6
15036,23238,Undirected,279,,4
15036,23298,Undirected,280,,3
15036,23343,Undirected,281,,4
15036,23370,Undirected,282,,4
15036,23371,Undirected,283,,4
15036,23432,Undirected,284,,4
15036,23444,Undirected,285,,4
15036,40016,Undirected,286,,4
15036,47566,Undirected,287,,5
15036,71477,Undirected,288,,8
15036,72741,Undirected,289,,4
15036,72819,Undirected,290,,4
15036,79321,Undirected,291,,4
15036,82600,Undirected,292,,4
15036,84077,Undirected,293,,4
15036,84347,Undirected,294,,4
15036,84692,Undirected,295,,6
15036,84946,Undirected,296,,6
15036,84988,Undirected,297,,4
15036,85066,Undirected,298,,4
15036,85152,Undirected,299,,4
15036,15044A,Undirected,300,,6
15036,15044C,Undirected,301,,6
15036,15044D,Undirected,302,,4
15036,15056N,Undirected,303,,6
15036,15056P,Undirected,304,,4
15036,17084J,Undirected,305,,4
15036,75049L,Undirected,306,,4
15036,84558A,Undirected,307,,4
15036,85014A,Undirected,308,,4
15036,85014B,Undirected,309,,4
15036,85099B,Undirected,310,,4
15036,85099C,Undirected,311,,4
15036,85099F,Undirected,312,,4
15036,85123A,Undirected,313,,5
15036,85132C,Undirected,314,,4
15036,85184C,Undirected,315,,4
15039,21034,Undirected,318,,4
15039,21485,Undirected,319,,4
15039,21592,Undirected,320,,4
15039,21705,Undirected,321,,4
15039,21791,Undirected,322,,4
15039,21892,Undirected,323,,6
15039,21899,Undirected,324,,4
15039,22111,Undirected,325,,2
15039,22112,Undirected,326,,2
15039,22113,Undirected,327,,2
15039,22187,Undirected,328,,4
15039,22470,Undirected,329,,2
15039,22554,Undirected,330,,4
15039,22563,Undirected,331,,4
15039,22637,Undirected,332,,8
15039,22667,Undirected,333,,4
15039,22726,Undirected,334,,4
15039,23131,Undirected,335,,4
15039,23196,Undirected,336,,4
15039,23198,Undirected,337,,4
15039,23300,Undirected,338,,4
15039,23301,Undirected,339,,3
15039,17084P,Undirected,340,,4
16008,20971,Undirected,341,,4
16008,20975,Undirected,342,,4
16008,20985,Undirected,343,,4
16008,22150,Undirected,344,,4
16008,22566,Undirected,345,,4
16008,22652,Undirected,346,,4
16008,22749,Undirected,347,,4
16008,23493,Undirected,348,,4
16008,35970,Undirected,349,,4
16008,72232,Undirected,350,,4
16011,20984,Undirected,351,,4
16011,21034,Undirected,352,,3
16011,21680,Undirected,353,,4
16011,21790,Undirected,354,,4
16011,21889,Undirected,355,,4
16011,21892,Undirected,356,,4
16011,21912,Undirected,357,,4
16011,21915,Undirected,358,,4
16011,22090,Undirected,359,,4
16011,22138,Undirected,360,,2
16011,22139,Undirected,361,,3
16011,22210,Undirected,362,,4
16011,22375,Undirected,363,,4
16011,22489,Undirected,364,,4
16011,22531,Undirected,365,,4
16011,22535,Undirected,366,,4
16011,22536,Undirected,367,,4
16011,22540,Undirected,368,,4
16011,22544,Undirected,369,,4
16011,22545,Undirected,370,,4
16011,22549,Undirected,371,,4
16011,22556,Undirected,372,,4
16011,22620,Undirected,373,,4
16011,22743,Undirected,374,,4
16011,22744,Undirected,375,,4
16011,22746,Undirected,376,,4
16011,22748,Undirected,377,,4
16011,22756,Undirected,378,,4
16011,22758,Undirected,379,,4
16011,22907,Undirected,380,,2
16011,23192,Undirected,381,,4
16011,84378,Undirected,382,,4
16011,84988,Undirected,383,,4
16011,85039B,Undirected,384,,4
16011,85040A,Undirected,385,,4
16012,16238,Undirected,386,,4
16012,21015,Undirected,387,,4
16012,21034,Undirected,388,,3
16012,21588,Undirected,389,,4
16012,21591,Undirected,390,,4
16012,21889,Undirected,391,,4
16012,21912,Undirected,392,,4
16012,22139,Undirected,393,,2
16012,22315,Undirected,394,,6
16012,22556,Undirected,395,,4
16012,22733,Undirected,396,,4
16012,22834,Undirected,397,,4
16012,22844,Undirected,398,,4
16012,22940,Undirected,399,,4
16012,23083,Undirected,400,,4
16012,23084,Undirected,401,,4
16012,23199,Undirected,402,,4
16012,23343,Undirected,403,,4
16012,23349,Undirected,404,,4
16012,23352,Undirected,405,,4
16012,23389,Undirected,406,,4
16012,84012,Undirected,407,,4
16012,47559B,Undirected,408,,4
16014,16015,Undirected,409,,4
16014,16016,Undirected,410,,8
16014,21034,Undirected,411,,2
16014,22293,Undirected,412,,4
16014,22720,Undirected,413,,2
16014,22722,Undirected,414,,4
16014,22980,Undirected,415,,4
16014,23243,Undirected,416,,4
16014,47566,Undirected,417,,2
16014,85066,Undirected,418,,4
16014,85123A,Undirected,419,,3
16015,16016,Undirected,421,,8
16015,20685,Undirected,422,,4
16015,21034,Undirected,423,,3
16015,21390,Undirected,424,,4
16015,21621,Undirected,425,,4
16015,21625,Undirected,426,,4
16015,21714,Undirected,427,,4
16015,21733,Undirected,428,,2
16015,21755,Undirected,429,,4
16015,22147,Undirected,430,,4
16015,22150,Undirected,431,,4
16015,22285,Undirected,432,,4
16015,22291,Undirected,433,,4
16015,22293,Undirected,434,,6
16015,22294,Undirected,435,,4
16015,22477,Undirected,436,,4
16015,22479,Undirected,437,,4
16015,22804,Undirected,438,,4
16015,22907,Undirected,439,,2
16015,22909,Undirected,440,,2
16015,22916,Undirected,441,,4
16015,22917,Undirected,442,,4
16015,22918,Undirected,443,,4
16015,22919,Undirected,444,,4
16015,22920,Undirected,445,,4
16015,22921,Undirected,446,,4
16015,23184,Undirected,447,,4
16015,23298,Undirected,448,,2
16015,35970,Undirected,449,,4
16015,84763,Undirected,450,,4
16015,84836,Undirected,451,,2
16015,84978,Undirected,452,,4
16015,84971S,Undirected,453,,4
16015,85123A,Undirected,454,,4
16015,85194S,Undirected,455,,4
16016,21034,Undirected,458,,2
16016,21755,Undirected,459,,4
16016,21891,Undirected,460,,4
16016,21896,Undirected,461,,4
16016,22139,Undirected,462,,2
16016,22173,Undirected,463,,4
16016,22285,Undirected,464,,4
16016,22291,Undirected,465,,4
16016,22292,Undirected,466,,4
16016,22293,Undirected,467,,8
16016,22303,Undirected,468,,4
16016,22720,Undirected,469,,3
16016,22722,Undirected,470,,4
16016,22845,Undirected,471,,4
16016,22960,Undirected,472,,2
16016,22962,Undirected,473,,4
16016,22980,Undirected,474,,4
16016,23243,Undirected,475,,6
16016,47566,Undirected,476,,2
16016,82484,Undirected,477,,4
16016,84763,Undirected,478,,4
16016,84836,Undirected,479,,2
16016,85066,Undirected,480,,4
16016,15056BL,Undirected,481,,4
16016,84971S,Undirected,482,,4
16016,85123A,Undirected,483,,4
16016,85194L,Undirected,484,,4
16016,85194S,Undirected,485,,6
16045,20984,Undirected,486,,4
16046,21034,Undirected,487,,2
16048,20984,Undirected,488,,4
16048,21034,Undirected,489,,2
16048,21163,Undirected,490,,4
16048,21616,Undirected,491,,4
16048,21642,Undirected,492,,4
16048,22138,Undirected,493,,3
16048,22749,Undirected,494,,4
16048,22752,Undirected,495,,4
16048,23290,Undirected,496,,4
16048,51014A,Undirected,497,,4
16054,20975,Undirected,498,,4
16054,21932,Undirected,499,,4
16216,16235,Undirected,500,,4
16216,21034,Undirected,501,,2
16216,21084,Undirected,502,,4
16216,21090,Undirected,503,,4
16216,21327,Undirected,504,,4
16216,21591,Undirected,505,,4
16216,22110,Undirected,506,,4
16216,22210,Undirected,507,,4
16216,22211,Undirected,508,,4
16216,22333,Undirected,509,,4
16216,22745,Undirected,510,,4
16216,22748,Undirected,511,,4
16216,22750,Undirected,512,,4
16216,22751,Undirected,513,,4
16216,23207,Undirected,514,,4
16216,47503H,Undirected,515,,4
16216,85099C,Undirected,516,,4
16216,85123A,Undirected,517,,2
16218,16235,Undirected,518,,4
16218,16237,Undirected,519,,4
16218,20992,Undirected,520,,4
16218,21914,Undirected,521,,6
16218,22139,Undirected,522,,2
16218,22197,Undirected,523,,2
16218,22423,Undirected,524,,2
16218,22694,Undirected,525,,4
16218,22816,Undirected,526,,4
16218,22972,Undirected,527,,4
16218,22974,Undirected,528,,4
16218,23083,Undirected,529,,4
16218,23289,Undirected,530,,4
16218,23290,Undirected,531,,4
16218,23350,Undirected,532,,6
16218,23352,Undirected,533,,4
16218,23367,Undirected,534,,4
16218,84558A,Undirected,535,,4
16218,84596B,Undirected,536,,4
16218,84596F,Undirected,537,,4
16225,16236,Undirected,538,,4
16225,16237,Undirected,539,,4
16225,17021,Undirected,540,,4
16225,20972,Undirected,541,,4
16225,20982,Undirected,542,,4
16225,21034,Undirected,543,,3
16225,21479,Undirected,544,,4
16225,21705,Undirected,545,,4
16225,21744,Undirected,546,,4
16225,21791,Undirected,547,,4
16225,21914,Undirected,548,,6
16225,21915,Undirected,549,,6
16225,21931,Undirected,550,,4
16225,22112,Undirected,551,,3
16225,22139,Undirected,552,,2
16225,22300,Undirected,553,,4
16225,22301,Undirected,554,,4
16225,22380,Undirected,555,,4
16225,22470,Undirected,556,,2
16225,22532,Undirected,557,,4
16225,22553,Undirected,558,,4
16225,22557,Undirected,559,,2
16225,22607,Undirected,560,,4
16225,22619,Undirected,561,,4
16225,22632,Undirected,562,,4
16225,22909,Undirected,563,,2
16225,22953,Undirected,564,,4
16225,22972,Undirected,565,,4
16225,23103,Undirected,566,,4
16225,23300,Undirected,567,,4
16225,23301,Undirected,568,,2
16225,23318,Undirected,569,,4
16225,23356,Undirected,570,,4
16225,23397,Undirected,571,,4
16225,23439,Undirected,572,,4
16225,23461,Undirected,573,,6
16225,23479,Undirected,574,,4
16225,23485,Undirected,575,,4
16225,23502,Undirected,576,,4
16225,71053,Undirected,577,,4
16225,84077,Undirected,578,,6
16225,84946,Undirected,579,,4
16225,85048,Undirected,580,,4
16225,85150,Undirected,581,,4
16225,85034C,Undirected,582,,4
16225,85123A,Undirected,583,,3
16225,M,Undirected,584,,4
16235,16236,Undirected,587,,4
16235,16237,Undirected,588,,4
16235,20761,Undirected,589,,4
16235,20973,Undirected,590,,4
16235,20975,Undirected,591,,8
16235,20982,Undirected,592,,4
16235,20992,Undirected,593,,8
16235,21034,Undirected,594,,4
16235,21327,Undirected,595,,4
16235,21452,Undirected,596,,4
16235,21616,Undirected,597,,4
16235,21642,Undirected,598,,4
16235,21990,Undirected,599,,4
16235,22093,Undirected,600,,4
16235,22138,Undirected,601,,2
16235,22139,Undirected,602,,2
16235,22150,Undirected,603,,4
16235,22197,Undirected,604,,3
16235,22210,Undirected,605,,4
16235,22333,Undirected,606,,6
16235,22367,Undirected,607,,4
16235,22534,Undirected,608,,4
16235,22554,Undirected,609,,6
16235,22562,Undirected,610,,4
16235,22563,Undirected,611,,6
16235,22744,Undirected,612,,4
16235,22750,Undirected,613,,4
16235,22751,Undirected,614,,4
16235,22940,Undirected,615,,4
16235,22964,Undirected,616,,4
16235,22972,Undirected,617,,4
16235,22974,Undirected,618,,4
16235,22988,Undirected,619,,4
16235,22996,Undirected,620,,4
16235,23184,Undirected,621,,4
16235,23191,Undirected,622,,4
16235,23290,Undirected,623,,4
16235,23337,Undirected,624,,4
16235,23344,Undirected,625,,4
16235,23356,Undirected,626,,4
16235,23377,Undirected,627,,4
16235,23389,Undirected,628,,4
16235,23493,Undirected,629,,6
16235,23583,Undirected,630,,4
16235,35970,Undirected,631,,4
16235,84879,Undirected,632,,2
16235,17012C,Undirected,633,,4
16235,17012D,Undirected,634,,4
16235,17012F,Undirected,635,,4
16235,35095B,Undirected,636,,4
16235,47503H,Undirected,637,,4
16235,47591D,Undirected,638,,4
16235,84032A,Undirected,639,,4
16235,84032B,Undirected,640,,4
16235,84596B,Undirected,641,,6
16235,85034B,Undirected,642,,4
16235,85034C,Undirected,643,,4
16235,M,Undirected,644,,6
16236,16237,Undirected,647,,16
16236,16238,Undirected,648,,8
16236,20674,Undirected,649,,4
16236,20675,Undirected,650,,4
16236,20676,Undirected,651,,4
16236,20985,Undirected,652,,4
16236,21034,Undirected,653,,6
16236,21080,Undirected,654,,2
16236,21136,Undirected,655,,2
16236,21163,Undirected,656,,4
16236,21210,Undirected,657,,6
16236,21232,Undirected,658,,4
16236,21642,Undirected,659,,4
16236,21733,Undirected,660,,3
16236,21791,Undirected,661,,4
16236,21828,Undirected,662,,4
16236,21833,Undirected,663,,4
16236,21888,Undirected,664,,6
16236,21892,Undirected,665,,4
16236,21980,Undirected,666,,4
16236,21985,Undirected,667,,8
16236,21986,Undirected,668,,4
16236,22138,Undirected,669,,2
16236,22142,Undirected,670,,4
16236,22158,Undirected,671,,4
16236,22197,Undirected,672,,2
16236,22210,Undirected,673,,4
16236,22301,Undirected,674,,4
16236,22314,Undirected,675,,4
16236,22382,Undirected,676,,4
16236,22396,Undirected,677,,6
16236,22398,Undirected,678,,4
16236,22400,Undirected,679,,4
16236,22402,Undirected,680,,4
16236,22418,Undirected,681,,4
16236,22431,Undirected,682,,4
16236,22433,Undirected,683,,4
16236,22439,Undirected,684,,4
16236,22473,Undirected,685,,6
16236,22493,Undirected,686,,4
16236,22523,Undirected,687,,4
16236,22534,Undirected,688,,4
16236,22548,Undirected,689,,4
16236,22563,Undirected,690,,4
16236,22577,Undirected,691,,2
16236,22614,Undirected,692,,4
16236,22617,Undirected,693,,4
16236,22632,Undirected,694,,4
16236,22633,Undirected,695,,4
16236,22647,Undirected,696,,4
16236,22694,Undirected,697,,4
16236,22713,Undirected,698,,6
16236,22742,Undirected,699,,4
16236,22743,Undirected,700,,4
16236,22748,Undirected,701,,4
16236,22749,Undirected,702,,4
16236,22750,Undirected,703,,4
16236,22755,Undirected,704,,4
16236,22791,Undirected,705,,4
16236,22809,Undirected,706,,4
16236,22865,Undirected,707,,2
16236,22940,Undirected,708,,4
16236,22955,Undirected,709,,4
16236,22961,Undirected,710,,2
16236,22964,Undirected,711,,4
16236,22996,Undirected,712,,4
16236,23188,Undirected,713,,4
16236,23207,Undirected,714,,4
16236,23232,Undirected,715,,4
16236,23289,Undirected,716,,4
16236,23290,Undirected,717,,4
16236,23301,Undirected,718,,3
16236,23308,Undirected,719,,4
16236,23346,Undirected,720,,4
16236,23356,Undirected,721,,4
16236,23377,Undirected,722,,4
16236,23378,Undirected,723,,4
16236,23493,Undirected,724,,4
16236,35970,Undirected,725,,4
16236,72817,Undirected,726,,4
16236,72818,Undirected,727,,4
16236,84012,Undirected,728,,4
16236,84077,Undirected,729,,4
16236,84836,Undirected,730,,2
16236,84879,Undirected,731,,2
16236,85015,Undirected,732,,4
16236,47594A,Undirected,733,,6
16236,79191B,Undirected,734,,4
16236,84032B,Undirected,735,,4
16236,85040A,Undirected,736,,4
16236,85099C,Undirected,737,,4
16236,85123A,Undirected,738,,3
16236,M,Undirected,739,,4
16237,16238,Undirected,746,,10
16237,20674,Undirected,747,,4
16237,20675,Undirected,748,,4
16237,20676,Undirected,749,,4
16237,20725,Undirected,750,,4
16237,20727,Undirected,751,,4
16237,20961,Undirected,752,,6
16237,20963,Undirected,753,,4
16237,20983,Undirected,754,,4
16237,20984,Undirected,755,,4
16237,20985,Undirected,756,,4
16237,20986,Undirected,757,,4
16237,21034,Undirected,758,,9
16237,21080,Undirected,759,,2
16237,21094,Undirected,760,,4
16237,21108,Undirected,761,,4
16237,21136,Undirected,762,,2
16237,21163,Undirected,763,,6
16237,21205,Undirected,764,,4
16237,21221,Undirected,765,,4
16237,21232,Undirected,766,,8
16237,21328,Undirected,767,,6
16237,21448,Undirected,768,,4
16237,21452,Undirected,769,,4
16237,21559,Undirected,770,,4
16237,21726,Undirected,771,,4
16237,21733,Undirected,772,,3
16237,21770,Undirected,773,,4
16237,21787,Undirected,774,,4
16237,21790,Undirected,775,,6
16237,21791,Undirected,776,,6
16237,21818,Undirected,777,,6
16237,21828,Undirected,778,,4
16237,21830,Undirected,779,,4
16237,21833,Undirected,780,,4
16237,21888,Undirected,781,,4
16237,21890,Undirected,782,,4
16237,21891,Undirected,783,,8
16237,21892,Undirected,784,,4
16237,21914,Undirected,785,,4
16237,21947,Undirected,786,,4
16237,21982,Undirected,787,,4
16237,21985,Undirected,788,,8
16237,21986,Undirected,789,,4
16237,21993,Undirected,790,,4
16237,22077,Undirected,791,,2
16237,22091,Undirected,792,,4
16237,22093,Undirected,793,,4
16237,22094,Undirected,794,,6
16237,22095,Undirected,795,,4
16237,22098,Undirected,796,,4
16237,22131,Undirected,797,,4
16237,22138,Undirected,798,,4
16237,22139,Undirected,799,,3
16237,22142,Undirected,800,,4
16237,22144,Undirected,801,,4
16237,22147,Undirected,802,,4
16237,22148,Undirected,803,,4
16237,22149,Undirected,804,,4
16237,22158,Undirected,805,,4
16237,22197,Undirected,806,,4
16237,22210,Undirected,807,,8
16237,22211,Undirected,808,,4
16237,22300,Undirected,809,,4
16237,22301,Undirected,810,,6
16237,22328,Undirected,811,,4
16237,22333,Undirected,812,,4
16237,22335,Undirected,813,,4
16237,22374,Undirected,814,,4
16237,22382,Undirected,815,,8
16237,22383,Undirected,816,,6
16237,22384,Undirected,817,,6
16237,22396,Undirected,818,,6
16237,22418,Undirected,819,,6
16237,22431,Undirected,820,,4
16237,22432,Undirected,821,,4
16237,22433,Undirected,822,,6
16237,22439,Undirected,823,,4
16237,22440,Undirected,824,,4
16237,22466,Undirected,825,,4
16237,22473,Undirected,826,,4
16237,22493,Undirected,827,,4
16237,22531,Undirected,828,,4
16237,22537,Undirected,829,,4
16237,22548,Undirected,830,,6
16237,22554,Undirected,831,,4
16237,22555,Undirected,832,,6
16237,22557,Undirected,833,,4
16237,22560,Undirected,834,,10
16237,22561,Undirected,835,,4
16237,22562,Undirected,836,,8
16237,22563,Undirected,837,,12
16237,22573,Undirected,838,,4
16237,22577,Undirected,839,,2
16237,22587,Undirected,840,,6
16237,22600,Undirected,841,,4
16237,22603,Undirected,842,,4
16237,22614,Undirected,843,,4
16237,22616,Undirected,844,,4
16237,22617,Undirected,845,,4
16237,22619,Undirected,846,,4
16237,22620,Undirected,847,,6
16237,22621,Undirected,848,,8
16237,22629,Undirected,849,,6
16237,22630,Undirected,850,,4
16237,22634,Undirected,851,,6
16237,22635,Undirected,852,,8
16237,22647,Undirected,853,,4
16237,22693,Undirected,854,,4
16237,22713,Undirected,855,,4
16237,22727,Undirected,856,,4
16237,22728,Undirected,857,,4
16237,22742,Undirected,858,,4
16237,22743,Undirected,859,,6
16237,22744,Undirected,860,,4
16237,22745,Undirected,861,,6
16237,22746,Undirected,862,,6
16237,22747,Undirected,863,,4
16237,22748,Undirected,864,,8
16237,22749,Undirected,865,,6
16237,22750,Undirected,866,,6
16237,22751,Undirected,867,,4
16237,22752,Undirected,868,,4
16237,22756,Undirected,869,,4
16237,22757,Undirected,870,,6
16237,22758,Undirected,871,,4
16237,22800,Undirected,872,,4
16237,22816,Undirected,873,,4
16237,22834,Undirected,874,,4
16237,22865,Undirected,875,,2
16237,22867,Undirected,876,,2
16237,22940,Undirected,877,,10
16237,22952,Undirected,878,,4
16237,22955,Undirected,879,,4
16237,22960,Undirected,880,,2
16237,22961,Undirected,881,,3
16237,22964,Undirected,882,,6
16237,22966,Undirected,883,,4
